Mark	Timestamp	Sync Time	Frame	Event	Comments
1	06-03-2015 15:12:25.782	3516203545.782274	4	left start ACQ	
2	06-03-2015 15:13:16.030	3516203596.030148	14	other	-
3	06-03-2015 15:13:47.308	3516203627.308937	20	right start ACQ	-
4	06-03-2015 15:14:21.525	3516203661.525894	27	right end ACQ	-
5	06-03-2015 15:15:08.265	3516203708.265568	36	left start ACQ	-
6	06-03-2015 15:18:54.382	3516203934.382501	80	left start ACQ	-
7	06-03-2015 15:19:30.422	3516203970.422562	87	left end ACQ	-
8	06-03-2015 15:21:11.222	3516204071.222328	107	right start ACQ	-
9	06-03-2015 15:21:46.726	3516204106.726358	114	right end ACQ	-
