Mark	Timestamp	Sync Time	Frame	Event	Comments
1	02-22-2015 11:22:58.323	3507466978.323858	8	left start ACQ	
2	02-22-2015 11:23:31.075	3507467011.075732	14	left end ACQ	-
3	02-22-2015 11:24:14.902	3507467054.902238	22	right start ACQ	-
4	02-22-2015 11:24:42.595	3507467082.595822	27	right start ACQ	-
5	02-22-2015 11:25:10.803	3507467110.803436	33	left end ACQ	-
6	02-22-2015 11:25:58.339	3507467158.339155	42	right start ACQ	-
7	02-22-2015 11:26:28.219	3507467188.219864	47	right end ACQ	-
8	02-22-2015 11:27:17.867	3507467237.867703	57	left start ACQ	-
9	02-22-2015 11:27:49.819	3507467269.819531	63	left end ACQ	-
