Mark	Timestamp	Sync Time	Frame	Event	Comments
1	02-23-2015 16:32:28.090	3507571948.090326	14	right start ACQ	
2	02-23-2015 16:32:57.402	3507571977.402003	19	right end ACQ	-
3	02-23-2015 16:33:41.490	3507572021.490525	27	right start ACQ	-
4	02-23-2015 16:34:10.645	3507572050.645192	33	right end ACQ	-
5	02-23-2015 16:35:27.946	3507572127.946613	48	left start ACQ	-
6	02-23-2015 16:36:04.730	3507572164.730717	55	left end ACQ	-
7	02-23-2015 16:37:52.082	3507572272.082858	75	left start ACQ	-
8	02-23-2015 16:38:24.754	3507572304.754726	81	left end ACQ	-
