Mark	Timestamp	Sync Time	Frame	Event	Comments
1	02-20-2015 16:18:23.016	3507311903.016943	4	right start ACQ	
2	02-20-2015 16:18:58.555	3507311938.555976	11	right end ACQ	-
3	02-20-2015 16:20:44.937	3507312044.937061	31	left start ACQ	-
4	02-20-2015 16:21:27.360	3507312087.360487	39	left end ACQ	-
5	02-20-2015 16:23:28.716	3507312208.716428	62	left start ACQ	-
6	02-20-2015 16:24:02.625	3507312242.625368	68	left end ACQ	-
7	02-20-2015 16:25:24.289	3507312324.289039	83	right start ACQ	-
8	02-20-2015 16:26:02.345	3507312362.345216	91	right end ACQ	-
