Mark	Timestamp	Sync Time	Frame	Event	Comments
1	04-17-2015 10:15:04.793	3512124904.793796	4	right start ACQ	
2	04-17-2015 10:15:37.113	3512124937.113645	10	right end ACQ	-
3	04-17-2015 10:16:29.473	3512124989.473639	21	left start ACQ	-
4	04-17-2015 10:17:06.986	3512125026.986785	28	left end ACQ	-
5	04-17-2015 10:17:48.289	3512125068.289147	36	left start ACQ	-
6	04-17-2015 10:18:30.084	3512125110.084538	44	left end ACQ	-
7	04-17-2015 10:19:27.971	3512125167.971849	56	right start ACQ	-
8	04-17-2015 10:20:00.833	3512125200.833728	62	right end ACQ	-
