Mark	Timestamp	Sync Time	Frame	Event	Comments
1	04-27-2015 13:56:36.640	3513002196.640834	4	left start ACQ	-
2	04-27-2015 13:57:06.184	3513002226.184524	10	left end ACQ	-
3	04-27-2015 13:58:05.371	3513002285.371909	22	right start ACQ	-
4	04-27-2015 13:58:20.712	3513002300.712786	25	other	-
5	04-27-2015 13:58:43.913	3513002323.913114	29	right end ACQ	-
6	04-27-2015 13:59:29.864	3513002369.864742	37	right start ACQ	RIGHT PARIETAL, FIBERS POINT TO BACK OF HEAD
7	04-27-2015 14:00:03.176	3513002403.176647	45	right end ACQ	-
8	04-27-2015 14:03:49.128	3513002629.128571	89	left start ACQ	-
